filepath,isbn,author:id,author:lastname,categories,language,record_id,subject,title:detail,txt_file
Indiana Jones (19) en het orakel van Delphi - Rob MacGregor,,,,,,,,,
"Rhodan, Perry - 0036 - De ziekte van de vergetelheid","2155222432,2155222432,9782155222438",,,,,,,,"Rhodan, Perry - 0036 - De ziekte van de vergetelheid.xml"
De Ruiter - Edgar Rice Burroughs,,,,,,,,,
"Baantjer, A C - 05 De Cock en het sombere naakt","9789026124556,9026124554,9789026124556",619868,Baantjer,"Detective,Spannende boeken algemeen,Literaire fictie algemeen",dut,9789026124556,331,De Cock en het sombere naakt,"Baantjer, A C - 05 De Cock en het sombere naakt.xml"
Avonturen in de stille zuidzee - Bob Evers,,,,,,,,,
Titus Andronicus - William Shakespeare,,,,,,,,,
"Rennison, Louise - Hoorntjes, hamburgers en harige billen",,,,,,,,,
"Leeuw, Aart van der - De Kleine Rudolf",,,,,,,,,
Intriges in Irkoesk - Bob Evers,,,,,,,,,
"Vance, Jack - Duivelsprinsen 1 - De Sterrenkoning",,,,,,,,,
"Burroughs, Edgar Rice - Tarzan's eerste liefde",,,,,,,,,
"Adler-Olsen, Jussi - De vrouw in de kooi","9789044617863,9044617869,9789044617863;9820022002,9820022002,9789820022003",45586,Adler-Olsen,"Literaire thriller,Literaire fictie algemeen",dut,9789044617863,305,De vrouw in de kooi,"Adler-Olsen, Jussi - De vrouw in de kooi.xml"
Sjowall en Wahloo - De terroristen,,,,,,,,,
"Graaf, Bram de - Voetbalvrouwen","9789026322129,9026322127,9789026322129",262037,Graaf,"Literaire non-fictie algemeen,Literaire fictie algemeen",dut,9789026322129,320,Voetbalvrouwen,"Graaf, Bram de - Voetbalvrouwen.xml"
De Macht van Drie - Constance M Burge,"9789054259299,9054259299,9789054259299",67739,LENHARD,"Pockets algemeen,Literaire fictie algemeen",dut,9789054259299,310,CHARMED 001 MACHT VAN DRIE,De Macht van Drie - Constance M Burge.xml
Infuus - Robin Cook,,,,,,,,,
Honingval _ druk 5 - Unni Lindell,"9789021436005,9021436000,9789021436005",175688,Lindell,"Literaire thriller,Literaire fictie algemeen",dut,9789021436005,305,Honingval,Honingval _ druk 5 - Unni Lindell.xml
"Lackberg, Camilla - Oorlogskind","9789041413857,9041413855,9789041413857",131641,Läckberg,"Literaire thriller,Literaire fictie algemeen",dut,9789041413857,305,Oorlogskind,"Lackberg, Camilla - Oorlogskind.xml"
Het ruime bed,"9789044521054,9044521055,9789044521054",72047,Haasnoot,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789044521054,301,ruime bed,Het ruime bed.xml
"Miles, Rosalind - Terugkeer naar Eden 2 Bittere Erfenis",,,,,,,,,
"Doyle, Sir Arthur Conan - De dood van Sherlock Holmes - De terugkeer",,,,,,,,,
"Oomen, Francine - (1998) Hoe Overleef Ik mijn vakantie (Jeugd)","9789045110066,9045110067,9789045110066",18209,Oomen,"Fictie 13-15 jaar,Fictie kinder- en jeugdboeken algemeen,Kinderboeken algemeen",dut,9789045110066,284,Hoe overleef ik mijn vakantie?,"Oomen, Francine - (1998) Hoe Overleef Ik mijn vakantie (Jeugd).xml"
De Partner - John Grisham,,,,,,,,,
"Bertrand, A.- Van schooljongen tot koning",,,,,,,,,
"Kerr, Katharine - Deverry 06 - Onheilsbode","4965613627,4965613627,9784965613628;2145233822,2145233822,9782145233826;5512125222,5512125222,9785512125229;2117649262,2117649262,9782117649266;2118639252,2118639252,9782118639259;2693455243,2693455243,9782693455244;2160311111,2160311111,9782160311110;2116222222,2116222222,9782116222224;0268435456,0268435456,9780268435455;2116972582,2116972582,9782116972587;3972347243,3972347243,9783972347243;2117634222,2117634222,9782117634224;2462555234,2462555234,9782462555236;4655622210,4655622210,9784655622213;2360011111,2360011111,9782360011117;4252772222,4252772222,9784252772229;2155222432,2155222432,9782155222438;2776861524,2776861524,9782776861528;3492458386,3492458386,9783492458382;2161011111,2161011111,9782161011118",,,,,,,,"Kerr, Katharine - Deverry 06 - Onheilsbode-17.xml"
"Vance, Jack - Duivelsprinsen 4 - Lens Larque",,,,,,,,,
De Zwaarden van Mars - Edgar Rice Burroughs,,,,,,,,,
"Vogt van, A - De Higenroth methode",,,,,,,,,
"Mankell, Henning - Het Graf","9059650026,9059650026,9789059650022",64906,Mankell,"Spannende boeken algemeen,Literaire fictie algemeen",dut,9789059650022,330,Het graf,"Mankell, Henning - Het Graf.xml"
santorini - Allistair MacLEAN,"9022526399,9022526399,9789022526392",,,,,,,,santorini - Allistair MacLEAN.xml
"Wallis de Vries, Mel - Verblind","9789044326116,9044326112,9789044326116",224446,Wallis de Vries,"Fictie 13-15 jaar,Fictie kinder- en jeugdboeken algemeen,Kinderboeken algemeen",dut,9789044326116,284,Verblind,"Wallis de Vries, Mel - Verblind.xml"
"Rhodan, Perry - 0319 - Spookzender",,,,,,,,,
"Fabregas, Laia - Het meisje met de negen - Fa'bregas",,,,,,,,,
"Meijsing, Doeschka - Over de Liefde","9789021437200,9021437201,9789021437200",126891,Meijsing,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789021437200,301,Over de liefde,"Meijsing, Doeschka - Over de Liefde.xml"
"Durand, Loup - Daddy",,,,,,,,,
"Kamlag, Tom - Blog",,,,,,,,,
"Doyle, Arthur Conan - Het avontuur van zwarte peter",,,,,,,,,
"Darlton, Clark - Invasie uit het heelal",,,,,,,,,
De Meedogenlozen (Without Remorse) - Tom Clancy,"9022981142,9022981142,9789022981146",33364,Clancy,"Spannende boeken algemeen,Literaire fictie algemeen",dut,9789022981146,330,De meedogenlozen,De Meedogenlozen (Without Remorse) - Tom Clancy.xml
"Campert, Remco - Nieuwe herinneringen en gedichten","9789023443513,9023443519,9789023443513",34455,Campert,"Poezie,Literaire fictie algemeen",dut,9789023443513,306,Nieuwe herinneringen,"Campert, Remco - Nieuwe herinneringen en gedichten.xml"
"Christie, Agatha - De versierde bezemsteel",,,,,,,,,
"Roeven, Marjo - Hotel Rozebottel - Een mysterieuze gast",,,,,,,,,
F. Springer - Kandy,"9021482746,9021482746,9789021482743",17745,Springer,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789021482743,301,Kandy,F. Springer - Kandy.xml
Hilbert Kuik - Het Schot,,,,,,,,,
"Laan, Dick - Pinkeltje Verhalen",,,,,,,,,
"Westerveld, Floor - Dingen Die Niet Kunnen",,,,,,,,,
"Rhodan, Perry - 0418 - Koerier van Galaxis",,,,,,,,,
Opwaartse drukte - Daphne Deckers,"9789043912488,9043912484,9789043912488",63822,Deckers,"Gebundelde columns en interviews,Non-fictie Vrije tijd/algemeen",dut,9789043912488,401,Opwaartse drukte,Opwaartse drukte - Daphne Deckers.xml
Thomas Lynley & Barbara Havers 03 - Klassemoord - Elizabeth George,"9022979601,9022979601,9789022979600",65948,George,"Pockets populaire fictie,Pockets algemeen,Literaire fictie algemeen",dut,9789022979600,312,Klassemoord,Thomas Lynley & Barbara Havers 03 - Klassemoord - Elizabeth George.xml
"Lewin, Cathy - Water bij de ouzo. De passie voor een Grieks eiland","9789077557686,9077557687,9789077557686",118188,Lewin,"Literaire non-fictie algemeen,Literaire fictie algemeen",dut,9789077557686,320,Water bij de ouzo,"Lewin, Cathy - Water bij de ouzo. De passie voor een Grieks eiland.xml"
"Burnier, Andreas - De Zwembadmentaliteit",,,,,,,,,
Verzamelbundels - Kleine SF Omnibus - Diverse Auteurs,,,,,,,,,
00023 Slapeloze nachten,"9789044326161,9044326163,9789044326161",208512,WICKHAM,"Vertaalde literaire roman, novelle,Literaire fictie algemeen",dut,9789044326161,302,Slapeloze nachten,00023 Slapeloze nachten.xml
Bidden wij voor Owen Meany - John Irving,"9789023448754,9023448758,9789023448754",61631,Irving,"Vertaalde literaire roman, novelle,Literaire fictie algemeen",dut,9789023448754,302,Bidden wij voor Owen Meany,Bidden wij voor Owen Meany - John Irving.xml
EUFORIE,"9789029586603,9029586605,9789029586603",213742,Weijts,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789029586603,301,Euforie,EUFORIE.xml
Beatrice_ a novel - Henry Rider Haggard,,,,,,,,,
"Vermeer, Suzanne - Vakantiegeld",,,,,,,,,
"Adelmund, Martijn - Mysteries in Gelderland",,,,,,,,,
"Meyer, Stephenie - Een levensgevaarlijke liefde","9789047514602,9047514602,9789047514602",203638,Meyer,"Fictie 15+,Fictie kinder- en jeugdboeken algemeen,Kinderboeken algemeen",dut,9789047514602,285,Twilight,"Meyer, Stephenie - Een levensgevaarlijke liefde.xml"
"Auel, Jeane M - 2 Aardkinderen - De vallei van de paarden","9027456844,9027456844,9789027456847",234892,Auel,"Vertaalde literaire roman, novelle,Literaire fictie algemeen",dut,9789027456847,302,De vallei van de paarden,"Auel, Jeane M - 2 Aardkinderen - De vallei van de paarden.xml"
"Shols, W.W. - De aarde seint om hulp",,,,,,,,,
"Pols, Cees - En het werd stil","9789023993445,9023993446,9789023993445",155056,POLS,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789023993445,301,En het werd stil,"Pols, Cees - En het werd stil.xml"
"Andrews, Virginia - Melody 2 - (1997)  Lied Van Verlangen (Heart Song)","9789032510985,9032510983,9789032510985",53720,Andrews,"Griezel- en spookverhalen, horror,Spannende boeken algemeen,Literaire fictie algemeen",dut,9789032510985,335,Melody 2 Lied van verlangen 2 Lied van verlangen,"Andrews, Virginia - Melody 2 - (1997)  Lied Van Verlangen (Heart Song).xml"
"MacLean, Alistair - Zr  MS  Ulysses",,,,,,,,,
"Tex den, Charles - De Macht Van Meneer Miller","9789044513387,9044513389,9789044513387",65080,Tex,"Thriller,Spannende boeken algemeen,Literaire fictie algemeen",dut,9789044513387,332,De macht van meneer Miller,"Tex den, Charles - De Macht Van Meneer Miller.xml"
"Burroughs, Edgar Rice - Verdwaald op Venus",,,,,,,,,
"Heimans, Tania - Hemelsleutels","9789047201038,9047201035,9789047201038",211483,Heimans,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789047201038,301,Hemelsleutels,"Heimans, Tania - Hemelsleutels.xml"
"Moore, Ann - Grace O'Malley","9789023910800,902391080X,9789023910800;9789023993421,902399342X,9789023993421",35913,Moore,"Historische roman (populair),Populaire fiction algemeen,Literaire fictie algemeen",dut,9789023993421,342,Grace O'Malley,"Moore, Ann - Grace O'Malley-1.xml"
Het aapje_ horrorverhalen - Arthur Conan Doyle,,,,,,,,,
Erken mij - Esther Verhoef,,,,,,,,,
"Christie, Agatha - Hercule Poirot - (1936) Poirot speelt bridge (Cards on the Table) ",,,,,,,,,
"Christie, Agatha - Mystery - (1934) Het listerdale mysterie (The Listerdale Mystery)",,,,,,,,,
"Vance, Jack - Nachtlamp",,,,,,,,,
"Simmons, Kelly - De Indringer",,,,,,,,,
"De Dood Van Een Gigolo - Haak, Joop van den","9085481031,9085481031,9789085481034;9789085481034,9085481031,9789085481034",291382,Haak,"Literaire thriller,Literaire fictie algemeen",dut,9789085481034,305,De dood van een gigolo,"De Dood Van Een Gigolo - Haak, Joop van den-1.xml"
"Michaels, Tanya - cara uit balans",,,,,,,,,
"Philipson-Radersma, J. - De beklimming van den Fuji-yama",,,,,,,,,
"May, Julian - De Troonveroveraar","4965613627,4965613627,9784965613628;2145233822,2145233822,9782145233826;5512125222,5512125222,9785512125229;2117649262,2117649262,9782117649266;2118639252,2118639252,9782118639259;2693455243,2693455243,9782693455244;2160311111,2160311111,9782160311110;2116222222,2116222222,9782116222224;0268435456,0268435456,9780268435455;2116972582,2116972582,9782116972587;3972347243,3972347243,9783972347243;2117634222,2117634222,9782117634224;2462555234,2462555234,9782462555236;4655622210,4655622210,9784655622213;2360011111,2360011111,9782360011117;4252772222,4252772222,9784252772229;2155222432,2155222432,9782155222438;2776861524,2776861524,9782776861528;3492458386,3492458386,9783492458382;2161011111,2161011111,9782161011118",,,,,,,,"May, Julian - De Troonveroveraar-15.xml"
"Darlton, Clark - De 3e macht",,,,,,,,,
"Rhodan, Perry - 0337 - Contact met het onbekende","2155222432,2155222432,9782155222438",,,,,,,,"Rhodan, Perry - 0337 - Contact met het onbekende.xml"
"Casey, Jane - Spoorloos","9789041416780,9041416781,9789041416780",131663,Casey,"Literaire thriller,Literaire fictie algemeen",dut,9789041416780,305,Spoorloos,"Casey, Jane - Spoorloos.xml"
"Simenon, Georges - Maigret in de mist",,,,,,,,,
"Rhodan, Perry - 0386 - Hulp van Sol",,,,,,,,,
"Verburg, Alex - Dwalingen","9789029567770,9029567775,9789029567770",219419,Verburg,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789029567770,301,Dwalingen,"Verburg, Alex - Dwalingen.xml"
"Vance, Jack - Tschai - Deel 3 - (1969) De Dirdir (The Dirdir)",,,,,,,,,
"Connelly, Michael - Blind vertrouwen",,,,,,,,,
"Higgins Clark, Mary - Zondagskind","9024526272,9024526272,9789024526277",38276,HIGGINS CLARK,"Pockets populaire fictie,Pockets algemeen,Literaire fictie algemeen",dut,9789024526277,312,ZONDAGSKIND,"Higgins Clark, Mary - Zondagskind.xml"
[NL] 1972 - Waterschapsheuvel - Richard Adams,,,,,,,,,
"Ewijk, Tijn van - Mysteryflirt - Hoe verleid je de ware","9789460920387,9460920381,9789460920387;9069636484,9069636484,9789069636481",202362,Ewijk,"Psychologie algemeen,Theologie algemeen",dut,9789460920387,770,Mysteryflirt,"Ewijk, Tijn van - Mysteryflirt - Hoe verleid je de ware.xml"
"Persson, Leif G.W. - Linda","9789023448792,9023448790,9789023448792",34805,Persson,"Literaire thriller,Literaire fictie algemeen",dut,9789023448792,305,Linda,"Persson, Leif G.W. - Linda.xml"
"MacLean, Alistair - Orkaankracht","9022513858,9022513858,9789022513859",32063,GANDOLFI,"Pockets populaire fictie,Pockets algemeen,Literaire fictie algemeen",dut,9789022513859,312,ALISTAIR MACLEANS'ORKAANKRACHT,"MacLean, Alistair - Orkaankracht.xml"
"Heide, Willy van der - Bob Evers 15 Een Raderboot als zilvervloot",,,,,,,,,
"Mansell, Jill - (1998) Gemengd Dubbel (Mixes Doubles Trilogy)","9024548985,9024548985,9789024548989",38429,Mansell,"Romantiek,Populaire fiction algemeen,Literaire fictie algemeen",dut,9789024548989,343,Gemengd dubbel,"Mansell, Jill - (1998) Gemengd Dubbel (Mixes Doubles Trilogy).xml"
Roofdier - Patricia Cornwell,"9085641845,9085641845,9789085641841",10768,CORNWELL,Literaire fictie algemeen,dut,9789085641841,300,ROOFDIER GEB,Roofdier - Patricia Cornwell.xml
"Enquist, Anna - Het geheim",,,,,,,,,
"Harrison, Harry - De rat van roestvrij staal",,,,,,,,,
"Hollander, Loes den - Loslaten",,,,,,,,,
"Thijssen, Felix - De dreigende zon",,,,,,,,,
"MacNab, Andy - Kruisvuur","9789044326093,9044326090,9789044326093",45540,McNab,"Thriller,Spannende boeken algemeen,Literaire fictie algemeen",dut,9789044326093,332,Kruisvuur,"MacNab, Andy - Kruisvuur.xml"
"Abalos, Rafael - Grimpow - Het geheim der Wijzen","4965613627,4965613627,9784965613628;2145233822,2145233822,9782145233826;5512125222,5512125222,9785512125229;2117649262,2117649262,9782117649266;2118639252,2118639252,9782118639259;2693455243,2693455243,9782693455244;2160311111,2160311111,9782160311110;2116222222,2116222222,9782116222224;0268435456,0268435456,9780268435455;2116972582,2116972582,9782116972587;3972347243,3972347243,9783972347243;2117634222,2117634222,9782117634224;2462555234,2462555234,9782462555236;4655622210,4655622210,9784655622213;2360011111,2360011111,9782360011117;4252772222,4252772222,9784252772229;2155222432,2155222432,9782155222438;2776861524,2776861524,9782776861528;3492458386,3492458386,9783492458382;2161011111,2161011111,9782161011118",,,,,,,,"Abalos, Rafael - Grimpow - Het geheim der Wijzen-11.xml"
Pedagoochelen - Daphne Deckers,,,,,,,,,
Een uitzonderlijke vrouw,"9789029584357,9029584351,9789029584357",125464,Vekeman,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789029584357,301,Een uitzonderlijke vrouw,Een uitzonderlijke vrouw.xml
De Jongen en de Leeuw - Edgar Rice Burroughs,,,,,,,,,
"Nesbo, Jo - De Oslo Trilogie 1 De Roodborst","9789023448693,9023448693,9789023448693",214081,Nesbø,"Literaire thriller,Literaire fictie algemeen",dut,9789023448693,305,De roodborst,"Nesbo, Jo - De Oslo Trilogie 1 De Roodborst.xml"
"Stevens, Chevy - Vermist","9789023449461,9023449460,9789023449461",223966,Stevens,"Literaire thriller,Literaire fictie algemeen",dut,9789023449461,305,Vermist,"Stevens, Chevy - Vermist.xml"
"Dorrestein, Renate - De stiefmoeder","9789057594748,9057594749,9789057594748",10705,Dorrestein,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789057594748,301,De stiefmoeder,"Dorrestein, Renate - De stiefmoeder.xml"
De Strijd om Teeka - Edgar Rice Burroughs,,,,,,,,,
"Thijssen, Felix - De dag van Aldebaran",,,,,,,,,
"Clancy, Tom - (1984) De Jacht op de Red October (The Hunt for Red October)","9022954684,9022954684,9789022954683",33364,Clancy,"Pockets populaire fictie,Pockets algemeen,Literaire fictie algemeen",dut,9789022954683,312,De jacht op de Red October,"Clancy, Tom - (1984) De Jacht op de Red October (The Hunt for Red October).xml"
"Lackberg, Camilla - Steenhouwer","9789041417459,9041417451,9789041417459",131641,Läckberg,"Literaire thriller,Literaire fictie algemeen",dut,9789041417459,305,Steenhouwer,"Lackberg, Camilla - Steenhouwer.xml"
"Dok, Anne van - Samenwonen",,,,,,,,,
"Jefferson, Bass - Het lijkenhuis",,,,,,,,,
Antillen - James Michener,,,,,,,,,
"Noort, Saskia - Nieuwe buren",,,,,,,,,
"Peters, Ellis - 07 Het vege lijf",,,,,,,,,
"Rhodan, Perry - 0124 - Het psycho-duel",,,,,,,,,
"Hagen ten, Aefke - In De Naam Van Mijn Vader","9789049951542,9049951546,9789049951542",227979,Hagen,"Literaire roman, novelle,Literaire fictie algemeen",dut,9789049951542,301,In naam van mijn vader,"Hagen ten, Aefke - In De Naam Van Mijn Vader.xml"
"Hazendonk, Frieke - Tussen Waal en gemaal","9090131612,9090131612,9789090131610;1945198540,1945198540,9781945198540",414958,Hazendonk,"Mens en maatschappij algemeen,Educatieve uitgaven algemeen",dut,9789090131610,130,Tussen Waal en gemaal,"Hazendonk, Frieke - Tussen Waal en gemaal.xml"
"Hek van 't, Youp - Het Hemd Van De Leeuw",,,,,,,,,
"Herbert, Frank - Duin",,,,,,,,,
"Bevarly, Elisabeth - Vertrouw Op Mij - Elizabeth Bevarly",,,,,,,,,
Child & Preston - Het Helse Rad,"9789024529230,9024529239,9789024529230",38874,PRESTON & CHILD,"Thriller,Spannende boeken algemeen,Literaire fictie algemeen",dut,9789024529230,332,Het helse rad,Child & Preston - Het Helse Rad.xml
"Burge, Constance - Charmed Classics 04 - Stemmen uit het verleden",,,,,,,,,
"Loveling, Virginie - Een Revolverschot - Verginie Loveling",,,,,,,,,
Roep uit de verte,,,,,,,,,
"Fossum, Karin - Kwade wil","9789041415585,9041415580,9789041415585;9789022323885,9022323889,9789022323885",108872,Fossum,"Literaire thriller,Literaire fictie algemeen",dut,9789041415585,305,Kwade wil,"Fossum, Karin - Kwade wil.xml"
"Asimov, Isaac - De Foundation en Aarde",,Asimov,,,,,,,
"Rhodan, Perry - 0057 - De samenzweerders","2155222432,2155222432,9782155222438",,,,,,,,"Rhodan, Perry - 0057 - De samenzweerders.xml"
"Rhodan, Perry - 0085 - Krijgsschool Naator","2155222432,2155222432,9782155222438",,,,,,,,"Rhodan, Perry - 0085 - Krijgsschool Naator.xml"
"Burroughs, Edgar Rice - Opperste Krijgsheer Van Mars","9020507478,9020507478,9789020507478",3065,BURROUGHS,Non-fictie informatief/professioneel algemeen,dut,9789020507478,600,John carter opperste krygsheer mars,"Burroughs, Edgar Rice - Opperste Krijgsheer Van Mars.xml"
"Christie, Agatha - De spiegel barstte",,,,,,,,,
"Wageningen van, Gerda - Zilver",,,,,,,,,
"Barker, Clive - Sacrament","2116972582,2116972582,9782116972587;2360011111,2360011111,9782360011117;2155222432,2155222432,9782155222438;2161011111,2161011111,9782161011118;2160311111,2160311111,9782160311110",,,,,,,,"Barker, Clive - Sacrament.xml"
